GO ID	TERM	PVAL	FDR	UIDS
71704	organic substance metabolic process	3.1213E-11	1.4301E-09	O22056 Q8VZ19 Q6BDA0 Q8L7K0 Q9FML2 Q8LDU0 Q8GYL5 Q8S8D2 Q8LF41 O82234 P41377 Q9C9M7 Q43292 Q9FJ98 Q8LBL5 Q9SIW2 Q8VZ55 Q9M8M9 Q9M9G1 Q9LVK6 Q9FVQ1 Q9LS09 Q9FIG0 Q9LUQ6 Q9LUQ5 Q93ZA0 Q9FIK0 O22922 Q9SY65 Q8W468 Q94AH9 O82266 B9DHA6 Q5XF07 Q9XGM2 P49689 Q9SMX4 Q9SJ96 Q9C776 Q94A79 Q9FNH2 Q9ZQC0 O80439 Q9XIA6 P34788 O24617 Q8LB65 Q84TI6 O82210 O80358 Q93ZG9 Q9SYH2 Q8LFJ6 P25864 Q9M7I7 Q9FQ09 Q67Z79 Q9C641 O22268 Q8L8R4 Q9GCB9 Q9FME0 P46286 Q93VC7 Q8GYM6 P38421 Q9CA19 Q9LH85 Q9SQZ1
90304	nucleic acid metabolic process	5.9229E-11	2.4876E-09	Q9FQ09 Q67Z79 Q9LVK6 Q94A79 O22268 O22056 Q8L8R4 Q9FVQ1 Q9ZQC0 O24617 O22922 Q8S8D2 Q8LF41 Q94AH9 O82266 P38421 Q5XF07 O80358 Q9FJ98 Q9XGM2 Q9SYH2 Q9SIW2 Q8LFJ6 Q9SJ96
9987	cellular process	1.0428E-10	4.0428E-09	O22056 Q8VZ19 Q6BDA0 Q8L7K0 Q9FML2 Q8LDU0 Q8GYL5 Q8S8D2 Q8LF41 O23349 O82234 P41377 Q9FL54 Q9C9M7 Q43292 Q9FJ98 Q8LBL5 Q9SIW2 Q8VZ55 Q9M8M9 Q9M9G1 Q9LVK6 Q9FVQ1 Q9LS09 Q9FIG0 P37107 Q9LUQ6 Q9LUQ5 Q93ZA0 Q9FIK0 O22922 Q9SY65 Q8W468 Q94AH9 O82266 B9DHA6 Q5XF07 Q564K3 Q9XGM2 P49689 Q9S7L9 Q9SMX4 Q9SJ96 Q9C776 Q94A79 Q9ZUS0 Q9FNH2 Q9ZQC0 O80439 Q9XIA6 P34788 Q9SV14 O24617 Q9FNX8 Q8LB65 Q84TI6 O82210 O80358 Q93ZG9 Q8RWA7 Q9SYH2 Q8LFJ6 P25864 Q9M7I7 Q9FQ09 Q67Z79 Q9C641 O22268 Q8L8R4 Q9GCB9 Q9FME0 P46286 Q9FFC0 Q93VC7 Q8GYM6 P16972 P38421 Q9CA19 Q9LH85 Q9SQZ1
6139	nucleobase-containing compound metabolic process	3.6942E-10	1.3299E-08	Q94A79 O22056 Q9ZQC0 O24617 Q8S8D2 Q8LF41 O80358 Q9FJ98 Q9SYH2 Q9SIW2 Q8LFJ6 Q9FQ09 Q67Z79 Q9LVK6 O22268 Q8L8R4 Q9FVQ1 Q9LS09 Q9FIK0 O22922 Q94AH9 O82266 P38421 Q5XF07 Q9XGM2 Q9SJ96
46483	heterocycle metabolic process	7.3427E-10	2.4671E-08	Q94A79 O22056 Q9ZQC0 O24617 Q8S8D2 Q8LF41 O80358 Q9FJ98 Q9SYH2 Q9SIW2 Q8LFJ6 Q9M7I7 Q9FQ09 Q67Z79 Q9LVK6 O22268 Q8L8R4 Q9FVQ1 Q9LS09 Q93ZA0 Q9FIK0 O22922 Q94AH9 O82266 P38421 Q5XF07 Q9XGM2 Q9SJ96
8152	metabolic process	1.198E-09	3.7736E-08	Q9LVD0 O22056 Q8VZ19 Q6BDA0 Q8L7K0 Q9FML2 Q8LDU0 Q8GYL5 Q8S8D2 Q8LF41 O23349 O82234 P41377 Q9C9M7 Q43292 Q9FJ98 Q8LBL5 Q9SIW2 Q8VZ55 Q9M8M9 Q9M9G1 Q9LVK6 Q9FVQ1 Q9LS09 Q9FIG0 Q9LUQ6 Q9LUQ5 Q93ZA0 Q9FIK0 O22922 Q9SY65 Q8W468 Q94AH9 O82266 B9DHA6 Q5XF07 Q9XGM2 P49689 Q9S7L9 Q9SMX4 Q9C7H2 Q9SJ96 Q9C776 Q94A79 Q9FNH2 Q9ZQC0 O80439 Q9XIA6 P34788 O24617 Q9FNX8 Q8LB65 Q84TI6 O82210 O80358 Q93ZG9 Q8RWA7 Q9SYH2 Q8LFJ6 P25864 Q9M7I7 Q9FQ09 Q67Z79 Q9C641 O22268 Q8L8R4 Q9GCB9 Q9FME0 P46286 Q93VC7 Q8GYM6 P16972 P38421 Q9CA19 Q9LH85 Q9SQZ1
6412	translation	1.297E-09	3.8452E-08	Q8VZ19 Q8L7K0 Q9FNH2 O80439 Q9XIA6 Q8LDU0 P34788 Q8GYL5 O82234 P41377 Q43292 Q8VZ55 P25864 Q9M8M9 Q9C641 Q9GCB9 P46286 Q9LUQ6 Q93VC7 B9DHA6 Q9CA19 P49689 Q9SMX4 Q9LH85 Q9SQZ1
43043	peptide biosynthetic process	1.4419E-09	4.0373E-08	Q8VZ19 Q8L7K0 Q9FNH2 O80439 Q9XIA6 Q8LDU0 P34788 Q8GYL5 O82234 P41377 Q43292 Q8VZ55 P25864 Q9M8M9 Q9C641 Q9GCB9 P46286 Q9LUQ6 Q93VC7 B9DHA6 Q9CA19 P49689 Q9SMX4 Q9LH85 Q9SQZ1
6518	peptide metabolic process	1.9393E-09	5.1442E-08	Q8VZ19 Q8L7K0 Q9FNH2 O80439 Q9XIA6 Q8LDU0 P34788 Q8GYL5 O82234 P41377 Q43292 Q8VZ55 P25864 Q9M8M9 Q9C641 Q9GCB9 P46286 Q9LUQ6 Q93VC7 B9DHA6 Q9CA19 P49689 Q9SMX4 Q9LH85 Q9SQZ1
6725	cellular aromatic compound metabolic process	2.376E-09	5.9875E-08	Q94A79 O22056 Q9ZQC0 O24617 Q8S8D2 Q8LF41 O80358 Q9FJ98 Q9SYH2 Q9SIW2 Q8LFJ6 Q9M7I7 Q9FQ09 Q67Z79 Q9LVK6 O22268 Q8L8R4 Q9FVQ1 Q9LS09 Q93ZA0 Q9FIK0 O22922 Q94AH9 O82266 P38421 Q5XF07 Q9XGM2 Q9SJ96
16070	RNA metabolic process	2.7988E-09	6.4679E-08	Q67Z79 Q9LVK6 O22268 O22056 Q8L8R4 Q9FVQ1 Q9ZQC0 O22922 Q8S8D2 Q8LF41 Q94AH9 O82266 P38421 Q9FJ98 Q9SYH2 Q9SIW2 Q8LFJ6 Q9SJ96
43604	amide biosynthetic process	2.8233E-09	6.4679E-08	Q8VZ19 Q8L7K0 Q9FNH2 O80439 Q9XIA6 Q8LDU0 P34788 Q8GYL5 O82234 P41377 Q43292 Q8VZ55 P25864 Q9M8M9 Q9C641 Q9GCB9 P46286 Q9LUQ6 Q93VC7 B9DHA6 Q9CA19 P49689 Q9SMX4 Q9LH85 Q9SQZ1
44267	cellular protein metabolic process	2.9586E-09	6.4832E-08	Q9C776 Q8VZ19 Q6BDA0 Q8L7K0 Q9FNH2 Q9FML2 O80439 Q9XIA6 Q8LDU0 P34788 Q8GYL5 Q8LB65 O82234 P41377 Q84TI6 Q9C9M7 O82210 Q93ZG9 Q43292 Q8LBL5 Q8VZ55 P25864 Q9M8M9 Q9M9G1 Q9C641 Q9GCB9 P46286 Q9FIG0 Q9LUQ6 Q9LUQ5 Q93ZA0 Q93VC7 Q8GYM6 Q9SY65 Q8W468 B9DHA6 Q9CA19 Q9XGM2 P49689 Q9SMX4 Q9LH85 Q9SQZ1
43603	cellular amide metabolic process	5.2079E-09	1.0937E-07	Q8VZ19 Q8L7K0 Q9FNH2 O80439 Q9XIA6 Q8LDU0 P34788 Q8GYL5 O82234 P41377 Q43292 Q8VZ55 P25864 Q9M8M9 Q9C641 Q9GCB9 P46286 Q9LUQ6 Q93VC7 B9DHA6 Q9CA19 P49689 Q9SMX4 Q9LH85 Q9SQZ1
1901360	organic cyclic compound metabolic process	9.0218E-09	1.8188E-07	Q94A79 O22056 Q9ZQC0 O24617 Q8S8D2 Q8LF41 O80358 Q9FJ98 Q9SYH2 Q9SIW2 Q8LFJ6 Q9M7I7 Q9FQ09 Q67Z79 Q9LVK6 O22268 Q8L8R4 Q9FVQ1 Q9LS09 Q93ZA0 Q9FIK0 O22922 Q94AH9 O82266 P38421 Q5XF07 Q9XGM2 Q9SJ96
44249	cellular biosynthetic process	1.9259E-08	3.7332E-07	O22056 Q8VZ19 Q8L7K0 Q9FNH2 Q9ZQC0 O80439 Q9XIA6 Q8LDU0 P34788 Q8GYL5 Q8LF41 O82234 P41377 Q43292 Q9FJ98 Q9SYH2 Q8LFJ6 Q8VZ55 P25864 Q9M8M9 Q9LVK6 Q9C641 Q9GCB9 Q9FME0 P46286 Q9LUQ6 Q93VC7 P38421 B9DHA6 Q9CA19 P49689 Q9SMX4 Q9SJ96 Q9LH85 Q9SQZ1
6351	transcription, DNA-templated	2.0973E-08	3.915E-07	Q9LVK6 P38421 O22056 Q9FJ98 Q9ZQC0 Q9SYH2 Q8LFJ6 Q9SJ96 Q8LF41
97659	nucleic acid-templated transcription	3.1584E-08	5.685E-07	Q9LVK6 P38421 O22056 Q9FJ98 Q9ZQC0 Q9SYH2 Q8LFJ6 Q9SJ96 Q8LF41
32774	RNA biosynthetic process	4.3743E-08	7.6023E-07	Q9LVK6 P38421 O22056 Q9FJ98 Q9ZQC0 Q9SYH2 Q8LFJ6 Q9SJ96 Q8LF41
1901576	organic substance biosynthetic process	6.3563E-08	1.0679E-06	O22056 Q8VZ19 Q8L7K0 Q9FNH2 Q9ZQC0 O80439 Q9XIA6 Q8LDU0 P34788 Q8GYL5 Q8LF41 O82234 P41377 Q43292 Q9FJ98 Q9SYH2 Q8LFJ6 Q8VZ55 P25864 Q9M8M9 Q9LVK6 Q9C641 Q9GCB9 Q9FME0 P46286 Q9LUQ6 Q93VC7 P38421 B9DHA6 Q9CA19 P49689 Q9SMX4 Q9SJ96 Q9LH85 Q9SQZ1
19538	protein metabolic process	1.6589E-07	2.6971E-06	Q9C776 Q8VZ19 Q6BDA0 Q8L7K0 Q9FNH2 Q9FML2 O80439 Q9XIA6 Q8LDU0 P34788 Q8GYL5 Q8LB65 O82234 P41377 Q84TI6 Q9C9M7 O82210 Q93ZG9 Q43292 Q8LBL5 Q8VZ55 P25864 Q9M8M9 Q9M9G1 Q9C641 Q9GCB9 P46286 Q9FIG0 Q9LUQ6 Q9LUQ5 Q93ZA0 Q93VC7 Q8GYM6 Q9SY65 Q8W468 B9DHA6 Q9CA19 Q9XGM2 P49689 Q9SMX4 Q9LH85 Q9SQZ1
9058	biosynthetic process	1.8026E-07	2.8391E-06	O22056 Q8VZ19 Q8L7K0 Q9FNH2 Q9ZQC0 O80439 Q9XIA6 Q8LDU0 P34788 Q8GYL5 Q8LF41 O82234 P41377 Q43292 Q9FJ98 Q9SYH2 Q8LFJ6 Q8VZ55 P25864 Q9M8M9 Q9LVK6 Q9C641 Q9GCB9 Q9FME0 P46286 Q9LUQ6 Q93VC7 P38421 B9DHA6 Q9CA19 P49689 Q9SMX4 Q9SJ96 Q9LH85 Q9SQZ1
44085	cellular component biogenesis	4.0533E-07	6.1906E-06	O22268 Q9FVQ1 Q9ZUS0 Q9FNH2 P37107 Q9FFC0 Q9SV14 O22922 O23349 Q94AH9 O82266 Q93ZG9 P25864
1901566	organonitrogen compound biosynthetic process	1.7672E-06	2.6196E-05	Q8VZ19 Q8L7K0 Q9FNH2 O80439 Q9XIA6 Q8LDU0 P34788 Q8GYL5 O82234 P41377 Q43292 Q8VZ55 P25864 Q9M8M9 Q9C641 Q9GCB9 P46286 Q9LUQ6 Q93VC7 B9DHA6 Q9CA19 P49689 Q9SMX4 Q9LH85 Q9SQZ1
1901564	organonitrogen compound metabolic process	2.829E-06	4.0738E-05	Q9C776 Q8VZ19 Q6BDA0 Q8L7K0 Q9FNH2 Q9FML2 O80439 Q9XIA6 Q8LDU0 P34788 Q8GYL5 Q8LB65 O82234 P41377 Q84TI6 Q9C9M7 O82210 Q93ZG9 Q43292 Q8LBL5 Q8VZ55 P25864 Q9M7I7 Q9M8M9 Q9M9G1 Q9C641 Q9GCB9 P46286 Q9FIG0 Q9LUQ6 Q9LUQ5 Q93ZA0 Q93VC7 Q9FIK0 Q8GYM6 Q9SY65 Q8W468 B9DHA6 Q9CA19 Q9XGM2 P49689 Q9SMX4 Q9LH85 Q9SQZ1
22613	ribonucleoprotein complex biogenesis	5.5084E-06	7.7118E-05	Q94AH9 O82266 O22268 Q9FVQ1 Q9FNH2 O22922 P25864
43414	macromolecule methylation	2.0786E-05	0.00028314	Q94AH9 Q94A79 O82210 O22268 Q8L8R4 Q9SIW2
32259	methylation	2.5656E-05	0.00034028	Q94AH9 Q94A79 O82210 O22268 Q8L8R4 Q9SIW2
34654	nucleobase-containing compound biosynthetic process	4.3586E-05	0.00056327	Q9LVK6 P38421 O22056 Q9FJ98 Q9ZQC0 Q9SYH2 Q8LFJ6 Q9SJ96 Q8LF41
42254	ribosome biogenesis	4.8152E-05	0.00060671	Q94AH9 O82266 O22268 Q9FVQ1 Q9FNH2 P25864
34622	cellular protein-containing complex assembly	6.844E-05	0.00084131	Q9ZUS0 Q93ZG9 P37107 Q9FFC0 Q9SV14 O22922
65003	protein-containing complex assembly	0.00010282	0.0012339	Q9ZUS0 Q93ZG9 P37107 Q9FFC0 Q9SV14 O22922
6259	DNA metabolic process	0.00013536	0.0015865	Q9FQ09 Q94A79 Q5XF07 O80358 Q9XGM2 Q9SIW2 O24617 Q8LF41
6281	DNA repair	0.00016666	0.0019091	Q9FQ09 Q5XF07 O80358 Q9XGM2 O24617 Q8LF41
43933	protein-containing complex subunit organization	0.00017264	0.0019335	Q9ZUS0 Q93ZG9 P37107 Q9FFC0 Q9SV14 O22922
9793	embryo development ending in seed dormancy	0.00018188	0.0019927	Q9M125 Q8LG21 Q8L8C2 B9DHA6 Q9FVQ1 Q8L7S8 Q8RWA7 P46286 Q9XIA6
6974	cellular response to DNA damage stimulus	0.00022677	0.0024317	Q9FQ09 Q5XF07 O80358 Q9XGM2 O24617 Q8LF41
6396	RNA processing	0.00036453	0.0038275	Q94AH9 O82266 O22268 Q8L8R4 Q9FVQ1 Q9SIW2 O22922 Q8S8D2
71840	cellular component organization or biogenesis	0.00043611	0.0044857	Q9FQ09 O22268 Q9FVQ1 Q9ZUS0 Q6BDA0 Q9FNH2 P37107 Q9FML2 Q9FFC0 Q9SV14 O22922 Q8GYM6 O23349 Q94AH9 O82266 Q93ZG9 P25864
9790	embryo development	0.00050652	0.0051057	Q9M125 Q8LG21 Q8L8C2 B9DHA6 Q9FVQ1 Q8L7S8 Q8RWA7 P46286 Q9XIA6
1510	RNA methylation	0.00057294	0.005662	Q94AH9 O22268 Q8L8R4
48316	seed development	0.00058628	0.0056824	Q9M125 Q8LG21 Q8L8C2 B9DHA6 Q9FVQ1 Q8L7S8 Q8RWA7 P46286 Q9XIA6
10154	fruit development	0.00083789	0.0079352	Q9M125 Q8LG21 Q8L8C2 B9DHA6 Q9FVQ1 Q8L7S8 Q8RWA7 P46286 Q9XIA6
34470	ncRNA processing	0.0008502	0.0079352	Q94AH9 O82266 O22268 Q8L8R4 Q9FVQ1
46149	pigment catabolic process	0.00096407	0.0086766	Q93ZA0 Q9M7I7
15996	chlorophyll catabolic process	0.00096407	0.0086766	Q93ZA0 Q9M7I7
22607	cellular component assembly	0.0011284	0.0099775	Q9ZUS0 Q93ZG9 P37107 Q9FFC0 Q9SV14 O22922
18130	heterocycle biosynthetic process	0.0011549	0.010036	Q9LVK6 P38421 O22056 Q9FJ98 Q9ZQC0 Q9SYH2 Q8LFJ6 Q9SJ96 Q8LF41
6364	rRNA processing	0.0015422	0.012955	Q94AH9 O82266 O22268 Q9FVQ1
16072	rRNA metabolic process	0.0015422	0.012955	Q94AH9 O82266 O22268 Q9FVQ1
33015	tetrapyrrole catabolic process	0.0017493	0.01422	Q93ZA0 Q9M7I7
6787	porphyrin-containing compound catabolic process	0.0017493	0.01422	Q93ZA0 Q9M7I7
19438	aromatic compound biosynthetic process	0.0019766	0.015812	Q9LVK6 P38421 O22056 Q9FJ98 Q9ZQC0 Q9SYH2 Q8LFJ6 Q9SJ96 Q8LF41
44257	cellular protein catabolic process	0.0026121	0.02057	Q9C776 Q9M9G1 Q8LBL5 Q9FIG0 Q93ZA0 Q9SY65
1901565	organonitrogen compound catabolic process	0.0028075	0.021769	Q9C776 Q9M9G1 Q8LBL5 Q9FIG0 Q93ZA0 Q9SY65 Q9M7I7
6334	nucleosome assembly	0.0030509	0.02295	Q9ZUS0 Q93ZG9 Q9FFC0
34728	nucleosome organization	0.0030509	0.02295	Q9ZUS0 Q93ZG9 Q9FFC0
43412	macromolecule modification	0.003124	0.023154	Q9C776 Q94A79 O22268 Q8L8R4 Q6BDA0 Q9FML2 Q9LUQ5 Q8LB65 Q8GYM6 Q9SY65 Q8W468 Q94AH9 Q84TI6 Q9C9M7 O82210 B9DHA6 Q93ZG9 Q8LBL5 Q9XGM2 Q9SIW2
6325	chromatin organization	0.0033483	0.024314	Q9ZUS0 Q93ZG9 Q6BDA0 Q9FML2 Q9FFC0
31497	chromatin assembly	0.0033769	0.024314	Q9ZUS0 Q93ZG9 Q9FFC0
30163	protein catabolic process	0.0034391	0.024413	Q9C776 Q9M9G1 Q8LBL5 Q9FIG0 Q93ZA0 Q9SY65
71824	protein-DNA complex subunit organization	0.0035475	0.024493	Q9ZUS0 Q93ZG9 Q9FFC0
65004	protein-DNA complex assembly	0.0035475	0.024493	Q9ZUS0 Q93ZG9 Q9FFC0
51276	chromosome organization	0.003754	0.025568	Q9FQ09 Q9ZUS0 Q93ZG9 Q6BDA0 Q9FML2 Q9FFC0
6323	DNA packaging	0.0039045	0.026238	Q9ZUS0 Q93ZG9 Q9FFC0
34660	ncRNA metabolic process	0.0045253	0.029782	Q94AH9 O82266 O22268 Q8L8R4 Q9FVQ1
45128	negative regulation of reciprocal meiotic recombination	0.0052591	0.029782	O24617
6303	double-strand break repair via nonhomologous end joining	0.0052591	0.029782	Q9FQ09
80057	sepal vascular tissue pattern formation	0.0052591	0.029782	Q9FVQ1
80056	petal vascular tissue pattern formation	0.0052591	0.029782	Q9FVQ1
60631	regulation of meiosis I	0.0052591	0.029782	O24617
51447	negative regulation of meiotic cell cycle	0.0052591	0.029782	O24617
10520	regulation of reciprocal meiotic recombination	0.0052591	0.029782	O24617
354	cis assembly of pre-catalytic spliceosome	0.0052591	0.029782	O22922
36265	RNA (guanine-N7)-methylation	0.0052591	0.029782	Q8L8R4
110029	negative regulation of meiosis I	0.0052591	0.029782	O24617
106004	tRNA (guanine-N7)-methylation	0.0052591	0.029782	Q8L8R4
726	non-recombinational repair	0.0052591	0.029782	Q9FQ09
45835	negative regulation of meiotic nuclear division	0.0052591	0.029782	O24617
1901362	organic cyclic compound biosynthetic process	0.0056494	0.031636	Q9LVK6 P38421 O22056 Q9FJ98 Q9ZQC0 Q9SYH2 Q8LFJ6 Q9SJ96 Q8LF41
51187	cofactor catabolic process	0.0059158	0.032472	Q93ZA0 Q9M7I7
44265	cellular macromolecule catabolic process	0.0059273	0.032472	Q9C776 Q9M9G1 Q8LBL5 Q9FIG0 Q93ZA0 Q9SY65
6333	chromatin assembly or disassembly	0.0067545	0.036605	Q9ZUS0 Q93ZG9 Q9FFC0
6302	double-strand break repair	0.0070199	0.037639	Q9FQ09 Q9XGM2
1901575	organic substance catabolic process	0.0084026	0.044578	Q9C776 Q9M9G1 Q8LBL5 Q9FIG0 Q93ZA0 Q9FIK0 Q9SY65 Q9M7I7
10608	posttranscriptional regulation of gene expression	0.0094701	0.047209	O82234 P41377 Q9C641 Q9FML2 Q9SIW2
6305	DNA alkylation	0.0094835	0.047209	Q94A79 Q9SIW2
6306	DNA methylation	0.0094835	0.047209	Q94A79 Q9SIW2
